index,start,end,group,occurrence,track,tonic,display_name,LeftEnergy,RightEnergy,handedness,handedness_ratio,pelvis_centroid,HandEnergy
0,30.762948337007565,35.07336144924757,0.0,0.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.007263627899455598,0.003368921746108108,Left,2.1560690472691406,"(-0.0035348610038610042, -0.1172935752895753, 0.050523270270270274)",0.007263627899455598
1,40.08384165628294,44.39425476852295,0.0,1.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.012622837791368215,0.013099534294992249,Right,1.0377646066203916,"(0.00319662015503876, -0.11668457751937986, 0.05041159302325582)",0.013099534294992249
2,245.76355410716,248.99386370171567,0.0,2.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.0501532151721134,0.00017109104653092783,Left,293.13757902022826,"(0.0024869381443298967, -0.11844512371134021, 0.0044860257731958765)",0.0501532151721134
3,252.24417521326555,255.07444646793823,0.0,3.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.01995586999866471,0.00026806906844705885,Left,74.44301617590696,"(0.0019260823529411765, -0.11496045882352941, 0.009178111764705883)",0.01995586999866471
4,201.45930796511067,204.2895792197833,0.0,4.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.18184741127288823,0.20550978825295885,Right,1.1301221546924405,"(0.0003803058823529412, -0.12140288235294121, 0.04194230588235294)",0.20550978825295885
5,221.65124317070828,224.48151442538096,0.0,5.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.02612579524060355,0.05268904181457397,Right,2.0167440389598936,"(0.013131585798816566, -0.12006874556213018, 0.0565154852071006)",0.05268904181457397
6,176.7969443113198,179.4471983130451,0.0,6.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.06458645831005032,0.035744467636100626,Left,1.8068938378822104,"(-0.0014604968553459117, -0.1205848679245283, 0.062238918238993725)",0.06458645831005032
8,107.70032205501772,110.5705971436787,0.0,8.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.10190000724038373,0.00025717976056976744,Left,396.2209429491261,"(0.0073824534883720925, -0.11785896511627905, 0.0019776686046511626)",0.10190000724038373
9,228.6319122016677,231.05214415796027,0.0,9.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.07334178124993836,0.09234454073317808,Right,1.259098690533313,"(0.017253260273972598, -0.11856788356164381, 0.042537130136986304)",0.09234454073317808
10,94.3390415029234,96.62926099875394,0.0,10.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.06537038488692702,0.0014722098366934304,Left,44.40289913681619,"(0.005852649635036497, -0.11934635036496352, 0.00015369343065693445)",0.06537038488692702
11,290.7078615930221,292.99808108885264,0.0,11.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.002793337397562044,9.970921554744527e-06,Left,280.1483676534264,"(0.00448521897810219, -0.11505310948905109, 0.00874592700729927)",0.002793337397562044
12,131.8526368254577,134.05284769481452,0.0,12.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.16605308602459093,0.20913180723305302,Right,1.2594274050533607,"(-0.002296825757575758, -0.11954049242424242, 0.050452734848484844)",0.20913180723305302
13,234.3824633374868,236.8527000862647,0.0,13.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.0489675584723557,0.07983708401887918,Right,1.6304076925532374,"(0.01892298657718121, -0.11602893288590604, -0.012796758389261744)",0.07983708401887918
14,42.55407840506086,44.66428064794402,0.0,14.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.011881866400420637,0.01749027911624603,Right,1.4720144568892684,"(0.003801460317460318, -0.11656669047619048, 0.05154934126984126)",0.01749027911624603
15,166.7259791047637,168.7861765551615,0.0,15.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.05333232637124194,0.09132554133458065,Right,1.7123862307987667,"(0.0017290403225806452, -0.11954481451612904, 0.06148540322580645)",0.09132554133458065
16,254.36437841464576,256.38457203105526,0.0,16.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.028785488492024586,0.0004029858843196722,Left,71.43051310747708,"(0.002080524590163934, -0.11498895081967214, 0.00931772131147541)",0.028785488492024586
17,71.97689830346016,73.99709191986963,0.0,17.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.005144670008190082,9.389285829752065e-05,Left,54.79298533960951,"(0.008922991735537188, -0.11705795867768595, 0.030167512396694213)",0.005144670008190082
18,105.81014089907023,107.8303345154797,0.0,18.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.07806253429923968,0.0002020472097768595,Left,386.3578932144214,"(0.009651528925619834, -0.11571209090909092, 0.005208876033057851)",0.07806253429923968
19,129.56241732962712,131.5826109460366,0.0,19.0,2018_11_13_am_Sec_1_P2_Varaali_slates,197.0,Performer1_Sess1_Varali,0.03001396179803306,0.00035360152145454544,Left,84.88074846106474,"(0.00034057851239669427, -0.1191103966942149, 0.004311983471074379)",0.03001396179803306
25,74.04709671235501,78.31750599060672,0.0,0.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.020838307660735404,0.024658696244249028,Right,1.1833348775588046,"(0.04398178988326848, -0.12570126459143968, 0.05390230350194552)",0.024658696244249028
26,253.46429214990889,256.7846103709383,0.0,1.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.012251353604195001,2.5317953465e-05,Left,483.8998389475475,"(0.027123049999999996, -0.13255067499999998, 0.02628332)",0.012251353604195001
27,49.7947723569443,52.355017732195904,0.0,2.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.024031646097376624,0.0336274879332922,Right,1.3993002309135656,"(0.040681136363636364, -0.12399492207792208, 0.060054168831168826)",0.0336274879332922
28,115.03102463337484,117.54126521614108,0.0,3.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.007172904039649008,0.008123226478278145,Right,1.1324878226972126,"(0.04355968874172185, -0.12436321854304637, 0.060297649006622524)",0.008123226478278145
29,248.2037879804466,250.58401610275084,0.0,4.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.02795124357344755,1.8973746972027973e-05,Left,1473.1535955789145,"(0.02841049650349651, -0.13234409090909088, 0.02530995104895105)",0.02795124357344755
30,48.89468609220741,51.22490942202625,0.0,5.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.0012738978831214284,0.0023234799592714286,Right,1.8239138239073074,"(0.03907769999999999, -0.1236928142857143, 0.06565745)",0.0023234799592714286
31,97.48934342950253,99.81956675932136,0.0,6.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.0022010950255571425,0.014884264821164289,Right,6.762209104260174,"(0.04257615714285714, -0.1254277428571429, 0.06164787142857142)",0.014884264821164289
32,100.9996798619764,103.14988593884787,0.0,7.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.004879401857108527,0.009823583720031007,Right,2.0132762186249487,"(0.043108984496124034, -0.12516155813953486, 0.06269132558139535)",0.009823583720031007
34,126.10208568963864,128.12227930604809,0.0,9.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.02285716034190083,0.09133002472741322,Right,3.995685525292076,"(0.044739396694214874, -0.12453484297520663, 0.051521867768595034)",0.09133002472741322
35,281.3569653982555,283.7371935205597,0.0,10.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.017540235942720285,2.098476825174825e-05,Left,835.8555945100323,"(0.03124611188811189, -0.13342841958041957, 0.0232909020979021)",0.017540235942720285
36,110.08055017732194,112.14074762771972,0.0,11.0,2018_11_13_am_Sec_2_P1_Shankara_slates,197.0,Performer1_Sess1_Shankarabharanam,0.03951297594085483,0.09099855847896776,Right,2.303004426069536,"(0.045420185483870966, -0.12548157258064516, 0.04499741129032258)",0.09099855847896776
43,71.93689446947185,76.33731620818556,0.0,0.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.014766516529166667,0.01637640941092803,Right,1.1090231997899789,"(0.08427642045454546, -0.19263520454545455, 0.04979580303030304)",0.01637640941092803
44,124.12189590721746,128.2522917665101,0.0,1.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.007871361873262097,0.01579506975229839,Right,2.0066501841253173,"(0.09761988306451612, -0.18812957661290322, 0.04158459274193548)",0.01579506975229839
45,39.6738023579028,43.40415987731237,0.0,2.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.03096827638566071,0.024158070390959824,Left,1.2819019021175355,"(0.0865010580357143, -0.19113341071428572, 0.014379107142857141)",0.03096827638566071
47,51.19490654653502,54.33520751461707,0.0,4.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.05783178418420104,0.07010468524703176,Right,1.2122172302991738,"(0.08671286772486773, -0.19322980952380958, 0.0360324074074074)",0.07010468524703176
48,25.502444167545285,28.602741301639025,0.0,5.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.008033682617784947,0.014748905913069894,Right,1.8358835685665253,"(0.08061702688172043, -0.1904022634408602, 0.05645949462365592)",0.014748905913069894
49,232.8123128534457,235.9126099875395,0.0,6.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.029153299071559138,0.04047907079093548,Right,1.3884902251225948,"(0.09368141397849462, -0.18840846236559136, 0.06013121505376344)",0.04047907079093548
51,70.35674302693376,73.13700948912104,0.0,8.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.009702535861,0.020254364619574854,Right,2.0875330851379426,"(0.08326439520958083, -0.19286548502994008, 0.05016710778443114)",0.020254364619574854
52,68.96660979584011,71.65686763155371,0.0,9.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.01859789479545062,0.03142899722054321,Right,1.689922303906747,"(0.08290536419753086, -0.1927632160493827, 0.05103012345679012)",0.03142899722054321
53,74.1371053388287,76.96737659350137,0.0,10.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.033399595276588236,0.050929279206623525,Right,1.524847196047399,"(0.08490816470588236, -0.1926247176470588, 0.04705220588235294)",0.050929279206623525
54,218.64095466308825,221.24120387232816,0.0,11.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.016486813026839745,0.05256966791478204,Right,3.188588833342207,"(0.09506341025641024, -0.19161970512820511, 0.06257908333333334)",0.05256966791478204
55,85.47819227451355,87.94842902329147,0.0,12.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.042249220178824334,5.93540479527027e-05,Left,711.8169970899264,"(0.08461475, -0.19210839189189188, 0.02171887162162162)",0.042249220178824334
56,107.7903306814914,110.08055017732194,0.0,13.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.04088869740697809,1.9892894547445255e-05,Left,2055.442324366477,"(0.09335802919708029, -0.18927072262773725, 0.02308978102189781)",0.04088869740697809
57,55.55532445126041,57.84554394709095,0.0,14.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.010719386749335766,0.03580856047424088,Right,3.3405418902774247,"(0.08659976642335766, -0.19462591240875912, -0.014061291970802922)",0.03580856047424088
58,80.83774753187001,83.6180139940573,0.0,15.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.007656191582,0.04912952656883233,Right,6.416966718066163,"(0.08636283233532935, -0.19227555688622752, 0.04197933532934131)",0.04912952656883233
59,216.57075625419336,218.59094987060288,0.0,16.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.0022375882297685948,0.0033398863387024795,Right,1.4926277740779328,"(0.09512543801652892, -0.1915758512396694, 0.06134130578512397)",0.0033398863387024795
60,123.58184414837532,126.05208089715325,0.0,17.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.005682486387073825,0.009851041824785235,Right,1.7335794850637543,"(0.09748070469798657, -0.1882791744966443, 0.03326646308724832)",0.009851041824785235
62,110.13055496980732,112.2807610466788,0.0,19.0,2018_11_13_am_Sec_3_P1_Anandabhairavi_slates,187.0,Performer1_Sess1_Anandabhairavi,0.082239298369969,7.023891523255813e-05,Left,1170.8509178662298,"(0.09611008527131783, -0.18769892248062015, 0.025461302325581393)",0.082239298369969
72,51.77496213936546,56.94545768235406,0.0,0.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.03581146740514194,0.05077294890168064,Right,1.417784653370291,"(0.022904458064516128, -0.17094281612903228, 0.02337891612903226)",0.05077294890168064
73,26.45253522476756,29.86286207227068,0.0,1.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.030137929028960782,0.04845462680964706,Right,1.6077623237842589,"(0.018850700980392158, -0.17468048529411764, 0.05420092156862746)",0.04845462680964706
74,157.23506949103802,160.46537908559375,0.0,2.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.027946922240611398,8.674366193782384e-05,Left,322.1782619765719,"(0.0040405181347150255, -0.17245054404145077, 0.030568295336787562)",0.027946922240611398
75,36.07345729895523,39.35377168599635,0.0,3.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.005573184912319796,0.0185343624701066,Right,3.325632068861647,"(0.0199683807106599, -0.17332692385786802, 0.028536979695431477)",0.0185343624701066
77,233.4423732387616,236.27264449343423,0.0,5.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.02054505097646471,2.1521228982352942e-05,Left,954.6411588906618,"(0.0007628117647058822, -0.1780367117647059, 0.027121547058823532)",0.02054505097646471
78,61.22586791910283,63.69610466788075,0.0,6.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.02993443554405405,0.06658748748634458,Right,2.224444399105131,"(0.007340128378378378, -0.1706335608108108, -0.005397452702702703)",0.06658748748634458
79,259.4048614971724,261.8750982459503,0.0,7.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.02834823310935811,3.2450136263513517e-05,Left,873.5936539419857,"(0.010632628378378379, -0.16426512162162163, 0.02689202027027027)",0.02834823310935811
80,120.92158918815296,123.03179143103613,0.0,8.0,2018_11_13_am_Sec_3_P3_Kalyani_slates,187.0,Performer1_Sess1_Kalyani,0.140596108581873,2.7768509674603173e-05,Left,5063.149237370161,"(0.005807103174603175, -0.1693516746031746, 0.033939785714285714)",0.140596108581873
91,214.68057509824592,217.96088948528703,0.0,2.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.00013205324381760204,0.20548935338907018,Right,1556.1098496974557,"(-0.059148048469387746, -0.14154988265306123, 0.05346517602040816)",0.20548935338907018
92,224.22148950445697,227.5018038914981,0.0,3.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.0005891129867461928,0.17290202260064977,Right,293.4955203680496,"(-0.05956126395939087, -0.13945798984771574, 0.05311512182741116)",0.17290202260064977
93,30.40291383111281,33.41320233873286,0.0,4.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.003410127996688889,0.003630947401666667,Right,1.0647539931616015,"(-0.045433411111111106, -0.14701147777777776, 0.05571739444444444)",0.003630947401666667
94,65.49627719735453,67.82650052717338,0.0,5.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.0052502262185285704,0.015072775715985715,Right,2.870881194184051,"(-0.044058499999999994, -0.1445817642857143, 0.05776960714285713)",0.015072775715985715
95,17.401667784913254,19.69188728074379,0.0,6.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.005886497098737226,0.03820826871824819,Right,6.4908328463195275,"(-0.04443324087591241, -0.14575268613138687, 0.006581481751824818)",0.03820826871824819
96,270.01587846257064,272.2560931659158,0.0,7.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.03513624538810981,3.254810685280374e-05,Left,1079.517329441332,"(-0.04932378971962618, -0.13798841121495328, 0.038516588785046726)",0.03513624538810981
98,42.73409565800824,44.79429310840601,0.0,9.0,2018_11_13_am_Sec_3_P5_Todi_slates,187.0,Performer1_Sess1_Todi,0.0432087121962683,0.056835538803707314,Right,1.3153721996050578,"(-0.04325357723577236, -0.14669199186991866, 0.05304522764227642)",0.056835538803707314
108,51.19490654653502,55.86535416466979,0.0,2.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.024518686728039286,0.05649547670735,Right,2.3041803720564866,"(-0.09082627142857143, -0.13261795714285712, 0.04150163571428571)",0.05649547670735
109,91.7287913351864,96.0892092399118,0.0,3.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.03282905989574809,4.7914001316793905e-05,Left,685.1663186860887,"(-0.0924690572519084, -0.13219522900763359, 0.01871164885496183)",0.03282905989574809
110,99.28951595897632,103.05987731237418,0.0,4.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.11651199025691594,0.00023158915196902656,Left,503.0977887621377,"(-0.09396527876106195, -0.13231477876106196, 0.01895115486725664)",0.11651199025691594
111,86.82832167161888,90.50867439854306,0.0,5.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.11711203689026695,0.00015712700383710407,Left,745.333609311858,"(-0.0934771990950226, -0.13156856108597287, 0.01759693665158371)",0.11711203689026695
112,202.3593942298476,205.99974312278343,0.0,6.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.046784825999454126,5.8126565009174306e-05,Left,804.8785609827438,"(-0.08289634862385321, -0.13300865137614679, 0.023787862385321098)",0.046784825999454126
113,230.43208473114152,233.71239911818265,0.0,7.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.10377708341040104,8.447669645177664e-05,Left,1228.4699540735708,"(-0.07088283756345178, -0.13669907614213198, 0.02417545177664975)",0.10377708341040104
114,213.34044665963765,216.390739001246,0.0,8.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.02594457537939891,2.3293642060109288e-05,Left,1113.8050165126124,"(-0.08310515846994536, -0.13519814207650274, 0.02710399453551912)",0.02594457537939891
115,239.38294258602508,242.3932310936451,0.0,9.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.023130062902093924,3.5969804828729284e-05,Left,643.0411010631843,"(-0.07548632596685083, -0.13547481767955802, 0.026106309392265197)",0.023130062902093924
116,85.9682392408703,88.74850570305759,0.0,10.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.05854431212467834,0.0001319131858630573,Left,443.80940193086377,"(-0.09314423566878981, -0.13129086624203823, 0.01893263375796178)",0.05854431212467834
117,65.27625611041886,67.96651394613245,0.0,11.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.03745009367201863,0.05929779780874534,Right,1.5833818288430752,"(-0.09041812422360249, -0.13143516770186336, 0.05231111180124223)",0.05929779780874534
118,79.84765264065943,82.53791047637303,0.0,12.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.014044758382244487,5.7393454845588234e-05,Left,244.7101053601078,"(-0.09196836029411765, -0.1320370073529412, 0.019307805147058824)",0.014044758382244487
119,63.69610466788075,66.34635866960605,0.0,13.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.025786490106836476,0.03969118755961636,Right,1.539224120660512,"(-0.09065709433962263, -0.1317016289308176, 0.054244748427672955)",0.03969118755961636
121,153.2746899261957,155.56490942202623,0.0,15.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.1686123497303212,4.7446895306569346e-05,Left,3553.70669968738,"(-0.07878362043795623, -0.13414231386861314, 0.02319418248175182)",0.1686123497303212
122,105.14007667976612,107.7903306814914,0.0,16.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.015778726096220125,0.0210726988348805,Right,1.3355133175122782,"(-0.09171238993710693, -0.13453272955974843, -0.0147521572327044)",0.0210726988348805
123,112.20075337870216,114.53097670852102,0.0,17.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.07028115376585611,0.08909322030875538,Right,1.2676687210567468,"(-0.09370307913669064, -0.1313876690647482, 0.05165623741007195)",0.08909322030875538
124,66.6663893415125,68.90660404485764,0.0,18.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.03365479111753334,0.0462032472917111,Right,1.3728579425840002,"(-0.09011542222222223, -0.1317088148148148, 0.04600844444444445)",0.0462032472917111
126,99.19950733250262,101.34971340937408,0.0,20.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.09473501720244962,9.725859206976744e-05,Left,974.0529364695352,"(-0.0941366434108527, -0.13263227131782948, 0.018135217054263568)",0.09473501720244962
127,236.51266749736408,238.71287836672093,0.0,21.0,2018_11_13_am_Sec_3_P8_Bilahari_B_slates,193.0,Performer1_Sess1_Bilahari,0.053593922858045456,6.010230946969696e-05,Left,891.7115387232669,"(-0.07599712878787879, -0.13627908333333333, 0.027563257575757574)",0.053593922858045456
134,75.16720406402759,79.11758267037284,0.0,1.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.1138719748342827,0.00012495051566244723,Left,911.3365737673855,"(0.12350972151898733, -0.1423060253164557, 0.022864497890295356)",0.1138719748342827
135,69.45665676219686,73.3670315345538,0.0,2.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.10650188315464681,7.982753439574469e-05,Left,1334.1497261667153,"(0.12426529361702128, -0.1410182170212766, 0.02365126808510638)",0.10650188315464681
136,86.36827758075336,90.09863510016292,0.0,3.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.18779200851570851,0.0001607854226278027,Left,1167.9666318408886,"(0.12437051569506725, -0.14232874439461884, 0.02582098206278027)",0.18779200851570851
140,94.10901945749065,96.97929454615162,0.0,7.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.1046765363688198,7.505483178488372e-05,Left,1394.6675234558581,"(0.1231483023255814, -0.14286688953488375, 0.02501887790697674)",0.1046765363688198
142,108.41039010831015,111.01063931755006,0.0,9.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.07224545618083973,3.04556013525641e-05,Left,2372.15661396741,"(0.12135853205128204, -0.14187179487179485, 0.021806942307692305)",0.07224545618083973
143,37.20356560912489,39.76381098437649,0.0,10.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.11979873277328758,0.14382482621575818,Right,1.2005538196129224,"(0.12037612418300653, -0.14338112418300653, 0.05005236601307189)",0.14382482621575818
144,60.6858161602607,63.55609124892168,0.0,11.0,2018_11_13_am_Sec_4_P1_Atana_slatesB,193.0,Performer1_Sess1_Atana,0.17432898657275,0.00017596213461627903,Left,990.7187529459652,"(0.12290399418604653, -0.1412177906976744, 0.021799034883720928)",0.17432898657275
