index,start,end,track,display_name
262,121.87168024537525,124.52193424710052,2018_11_13_pm_Sec_5_P1_Bilahari_slates,Performer1_Sess2_Bilahari
263,24.6023579028084,27.56264161794306,2018_11_13_pm_Sec_5_P1_Bilahari_slates,Performer1_Sess2_Bilahari
264,98.83947282660786,101.43972203584777,2018_11_13_pm_Sec_5_P1_Bilahari_slates,Performer1_Sess2_Bilahari
265,68.91660500335473,71.15681970669988,2018_11_13_pm_Sec_5_P1_Bilahari_slates,Performer1_Sess2_Bilahari
268,45.07431994632415,47.31453464966931,2018_11_13_pm_Sec_5_P1_Bilahari_slates,Performer1_Sess2_Bilahari
280,69.54666538867055,72.82697977571166,2018_11_15_Sec_10_P1_Atana_slates,Performer2_Sess1_Atana
282,96.13921403239718,98.42943352822772,2018_11_15_Sec_10_P1_Atana_slates,Performer2_Sess1_Atana
283,265.9254864372664,268.1657011406115,2018_11_15_Sec_10_P1_Atana_slates,Performer2_Sess1_Atana
284,163.2656474647752,165.41585354164667,2018_11_15_Sec_10_P1_Atana_slates,Performer2_Sess1_Atana
285,103.24989552381864,105.3100929742164,2018_11_15_Sec_10_P1_Atana_slates,Performer2_Sess1_Atana
296,374.12585641713787,376.63609699990405,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
297,92.7588900603853,95.08911339020416,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
298,45.97440621106104,48.174617080417896,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
299,162.585582286974,164.78579315633084,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
301,277.53659925237224,279.68680532924367,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
302,292.78806096041404,294.8982632032972,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
303,165.33584587367005,167.39604332406782,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
304,148.6842499760375,150.74444742643533,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
305,333.64197642097184,335.6621700373813,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
306,296.3884060193616,298.40859963577105,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
308,263.18522380906734,265.2054174254768,2018_11_15_Sec_12_P1_Kalyani_slates,Performer2_Sess1_Kalyani
324,180.3172817022908,184.8077120674781,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
325,234.26245183552183,238.3028390683408,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
