"","X_pitch","Y_pitch","X_acc","Y_acc","X_vel","Y_vel","index","performer","performance"
"478",0.994412076286943,0.54142581825384,0.0721421131377943,-0.00499903252154363,0.0735747756683531,0.0959223615355025,"883","performer 3","2018_11_18_am_Sec_5_P1_Bhairavi_slates"
"479",-1.10853798785691,-0.110381613935676,0.137452352707358,0.0123036710843472,0.197800751768978,0.0738246037174755,"884","performer 3","2018_11_18_am_Sec_5_P1_Bhairavi_slates"
"480",0.139599328060668,-0.277286149174289,0.119880757862618,-0.0410517214587654,0.0392942765216719,0.0591985974848536,"885","performer 3","2018_11_18_am_Sec_5_P1_Bhairavi_slates"
"481",0.843812974771376,0.405775922714721,0.107108162265197,0.0994686447836095,0.212130584944199,0.0566418864485955,"886","performer 3","2018_11_18_am_Sec_5_P1_Bhairavi_slates"
"482",-1.13607626291554,0.674893235348155,0.0781987157802188,0.0141894782209567,0.245881333698658,0.204324184458329,"901","performer 3","2018_11_18_am_Sec_5_P1_Bhairavi_slates"
"483",-0.468851794080238,-0.381188800228297,-0.0266115323653865,-0.0113570396448421,-0.11499064184063,0.003276747901074,"906","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"484",-0.969207832657284,-0.0182734790582708,-0.161558513207616,-0.32746960844101,-0.0258383864938843,-0.0364862723403378,"907","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"485",1.15122113841058,0.364472312161995,0.0157667856904607,-0.0136761342837758,-0.0859909573674415,-0.0507480625964667,"908","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"486",1.15841249154817,0.415481935851212,-0.0147426855610632,-0.0325861270848708,-0.0409190920957039,-0.0443524416771968,"909","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"487",-0.510559127383266,-0.336826720572337,0.0528420096994456,0.010783460269447,0.0485301553568791,-0.12557470896209,"910","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"488",-0.726450101143992,-0.273946819145906,0.0379368900404005,-0.0783935173775513,-0.00581384705090825,-0.0420778575891502,"911","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"489",-0.897299435751486,-0.144457183083506,0.0624201800124196,0.0892066082216008,-0.0387111816970663,-0.0530089799011531,"912","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"490",0.282198463940773,-0.605107824570047,-0.278856967805622,0.236508897947698,-0.00287924113854692,-0.00194892335898866,"913","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
